0,13093.3048,0.5213076,0,0
0,2850.6781,0,0,0
1,1913.5177,0,0,0
0,3746.9715,0,0,0
0,111463.0338,7.318611,0,0
0,49847.2425,1.055939,0,0
0,132712.7201,2.28309,0,0
0,66156.6426,1.674038,0,0
0,32706.9447,2.375231,0,0
0,29373.5756,0,0,0
0,63807408820932,5.094113,0,0
0,32076.3366,0,0,0
0,15165.9091,0,0,0
0,7613.5914,0,0,0
1,7674.5142,0,0,0
0,8678.919,0,0,0
1,15039.0814,0,0,0
2,49667.9888,0,0,0
0,521837.6856,10.54863,0,0
0,460404.1384,1.426067,0,0
0,360023.8026,0.4796948,0,0
1,87527.1267,0,0,0
2,42191.6003,0,0,0
3,330602.9338,1.926393,0,0
4,149255.4733,0,0,0
5,2323.4905,0,0,0
6,8686.2189,0,0,0
7,92084.7009,0,0,0
0,95258.9575,10.09155,0,0
0,75770.804,6.058202,0,0
0,13335.0025,2.424855,0,0
1,84229.9904,7.984245,0,0
0,422725.7137,36.35898,0,0
0,297023.7199,33.29981,0,0
1,69887.9368,1.1372,0,0
2,1452624.4081,12.57684,0,0
0,34412.1551,0,0,0
0,7932.3362,0,0,0
1,9438.0616,0.618377,0,0
2,1641.1136,0,0,0
0,2580.6616,0,0,0
0,14472.3183,0,0,0
0,17261.4925,0,0,0
0,5143.5755,0,0,0
0,21297.2736,0.8798844,0,0
0,13404.0591,0,0,0
0,28335.4002,0,0,0
0,32680.4492,0,0,0
0,22402.9861,0,0,0
0,14347.1135,0,0,0
0,46743.0156,0,0,0
0,92723.9134,0,0,0
0,72796.8357,0,0,0
0,11260.8881,0,0,0
0,11627.0498,0,0,0
0,14550.4729,0,0,0
0,3898.0036,0,0,0
0,17634.9883,0,0,0
0,63807837433037.6,0,0,0
0,59669.7128,0,0,0
0,16841.642,0,0,0
0,179361.2172,0,0,0
0,22797.985,0,0,0
0,3280.9977,0,0,0
1,25670.9837,0,0,0
0,106135.7789,0,0,0
0,4394.6917,0,0,0
0,51331.6296,0,0,0
0,61337.6925,0,0,0
0,20185.9089,0,0,0
0,46698.1821,0,0,0
0,889559.1502,19.47151,0,0
0,175684.1063,5.677847,0,0
1,3267.3405,0,0,0
2,12305.461,0,0,0
0,63808118515025.2,15.82071,0,0
0,16934.375,0,0,0
0,17054.079,0,0,0
0,27982.7592,0,0,0
0,58862.6315,0.4381243,0,0
0,145638.9761,8.564585,0,0
0,34748.447,1.922155,0,0
1,16387.3761,2.49451,0,0
2,936.3977,0,0,0
3,2156.9053,0,0,0
4,497.372,0,0,0
5,4729.5274,0.562663,0,0
6,7779.0398,0,0,0
0,25148.5649,0,0,0
0,32367.3122,0,0,0
0,80108.8349,2.362429,0,0
0,74772.0438,4.6025,0,0
0,90428.4894,6.379831,0,0
0,27946.0556,0,0,0
0,31204.4321,0.6707382,0,0
0,4860.7585,0,0,0
0,50172.5199,0.5409089,0,0
0,12674.3439,0.158516,0,0
0,79415.5061,0.3686799,0,0
0,14709.2552,0,0,0
0,9517.3719,0,0,0
0,38567.3546,0,0,0
0,108412.7094,0.6986132,0,0
0,46673.7729,0,0,0
0,60967.3653,0,0,0
0,10298.8234,0,0,0
0,58873.7645,0.5976259,0,0
0,18877.3989,0,0,0
0,8606.8323,0,0,0
0,8156.2034,0,0,0
0,7198.1671,0,0,0
0,8689.8543,0,0,0
0,24516.5796,1.537248,0,0
0,37729.5567,0,0,0
0,7307.4865,0,0,0
0,11307.4928,0,0,0
0,9162.6166,0.2524891,0,0
1,9823.7886,0,0,0
2,934.9119,0,0,0
3,5446.701,0,0,0
0,3863.5344,0,0,0
0,66429.2919,0.641585,0,0
0,28097.7178,0,0,0
0,2389.5777,0,0,0
1,8142.9852,0,0,0
2,17902.8903,0.7810603,0,0
0,56652.6307,0,0,0
0,2760.9721,0,0,0
1,3889.6494,0,0,0
2,19228.2241,0,0,0
0,21908.4135,0.351907,0,0
0,108689.6778,1.63493,0,0
0,50085.8771,0,0,0
0,106159.8261,0,0,0
0,27682.7969,0,0,0
0,6265.4431,0,0,0
0,60967.5367,0,0,0
0,169584.8789,0,0,0
0,32538.3978,0,0,0
0,19406.2336,0,0,0
0,16550.9297,0,0,0
0,28106.0455,0,0,0
0,45035.1605,0,0,0
0,35971.3833,1.695926,0,0
0,29770.351,0,0,0
0,32547.5115,0,0,0
0,23505.3979,0,0,0
0,12731.0684,0,0,0
0,10909.9825,1.163792,0,0
1,7863.9878,1.178753,0,0
2,5305.9909,0.2019595,0,0
3,20974.9504,0,0,0
4,2451.3677,0,0,0
5,28516.6329,0,0,0
0,61868.0744,0.3242012,0,0
1,1623.9974,0,0,0
2,700720.7354,0,0,0
0,55743.5379,16.50658,0,0
0,61719.8968,8.998616,0,0
0,7227.4522,3.202888,0,0
0,80815.7905,9.447197,0,0
0,7732.993,1.351021,0,0
1,17868.9459,0,0,0
0,56803.2515,1.569726,0,0
0,29026.1283,3.70849,0,0
0,14333.0944,1.278321,0,0
0,35869.9692,0.7922185,0,0
0,18551.0418,1.559592,0,0
0,6908.0938,0.318817,0,0
0,52855.2393,3.091575,0,0
0,37508.6451,0,0,0
